name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Jeep Compass Latitude,"
      
        4WD. 4WD, 17 x 7 Aluminum Wheels, 3.73 Final Drive Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Jeep Connect, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front fog lights, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, ParkView Rear Back-Up Camera, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Premium Cloth/Vinyl Bucket Seats, Radio: Uconnect 5 w/10.1 Display, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers.Baltic Gray Metallic Clearcoat 2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Price includes: $1500 - 2024 CDJR Southeast BC Retail Bonus Cash SECRA1. Exp. 04/30/2024 $500 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 04/30/2024 $500 - 2024 FIRST RESPONDER BONUS CONSUMER CASH 47CRA9. Exp. 01/02/2025
      
    ",Jeep,Compass,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,"Deep Black Recent Arrival! Price includes: $1500 - May-June 2024 Retail Customer Bonus. Exp. 07/01/2024Don Thornton VW of Tulsa provides a professional, informative and convenient online shopping experience- Assisting our clients to make an informed buying decision by partnering with them to find the right vehicle that will meet their needs and lifestyle for years to come. Our sales consultants exhibit the most ethical and moral business practices in automotive industry.  Experience the difference.",Volkswagen,Taos,2024,28193.0,16V GDI DOHC Turbo,4.0,Gasoline,4.0,8-Speed Automatic,1.5T SE,SUV,4.0,Deep Black Pearl Effect,Black,Front-wheel Drive
2024 Toyota Tundra Hybrid Limited,"
      
        $6,403 off MSRP! Recent Arrival!2024 Toyota Tundra Hybrid Limited 4WD3.4L V6, 20'' x 8'' Alloy Wheels, 3.31 Axle Ratio, 4-Wheel Disc Brakes, 9 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Bed Step (TMS), Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Dual-Step Running Board - Black (TMS), Electronic Stability Control, Emergency communication system: Safety Connect (10-year trial), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Audio Plus, Rear reading lights, Rear seat center armrest, Rear step bumper, Rear window defroster, Remote keyless entry, Security system, SofTex Seat Trim, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Voltmeter, 3.4L V6.
      
    All NEW TOYOTA prices plus, tax, title, license, Serra Platinum Package $499, and $699 Doc fee. All standard factory incentives available to all customers applied in lieu of special financing. For NEW vehicle purchases, all sale prices include 25,000 miles of ToyotaCare Maintenance, and a limited lifetime Non-Factory Serra Warranty. We are not responsible for any errors contained on these pages.",Toyota,Tundra Hybrid,2024,62341.0,"MAX 3.4L V-6 port/direct injection, DOHC, variable valve",6.0,Hybrid,4357.0,10-Speed Automatic,Limited,Pickup Truck,4.0,Ice Cap,Black,Four-wheel Drive
2024 Kia Sportage S,"
      
        25/33 City/Highway MPGThe Classic Kia Team thanks you for the opportunity to serve our local and surrounding communities. Come see us at 3875 Eastex Freeway, Beaumont, TX 77706 or stop by online at www.classickia.com.Classic Kia is excited to offer this attractive-looking 2024 Kia Sportage EX in Gravity Gray with Gray interior. Well equipped with 18'' Machined Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Axle Ratio: 3.648, Brake assist, Bumpers: body-color, Cargo Mat, Cargo Net Hybrid w/o Audio, Carpeted Floor Mats, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Shift Knob, Leather steering wheel, Leatherette Seat Trim, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio: AM/FM/HD Audio System, Rain sensing wipers, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, and Variably intermittent wipers.
      
    Check us out for the largest selection of inventory in Southeast Texas!",Kia,Sportage,2024,30034.0,"4 port/direct injection, DOHC, CVVT variable valve contro",4.0,Gasoline,0.0,8-Speed Automatic,S,SUV,4.0,Gray,Gry Lthette,Front-wheel Drive
2023 Dodge Durango Pursuit,White Knuckle Clearcoat 2023 Dodge Durango Pursuit AWD 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVT,Dodge,Durango,2023,46835.0,16V MPFI OHV,8.0,Gasoline,32.0,8-Speed Automatic,Pursuit,SUV,4.0,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Nissan Murano SV Intelligent AWD,"
      
        CVT with Xtronic, AWD.At Todd Nissan Of Torrington we want you to know that all our vehicles are priced at a competitive value position to the market. We use an independent 3rd party software to research internet listings on all vehicles in the market so we can ensure that our prices are the most competitive out there. We do this simply so people choose us when they start searching for their next car.
      
    ",Nissan,Murano,2024,43495.0,"6 DOHC, variable valve control, regular unleaded, engine",6.0,Gasoline,6.0,Automatic,SV Intelligent AWD,SUV,4.0,Pearl White Tricoat,Graphite,All-wheel Drive
2023 Dodge Durango Pursuit,DB Black Crystal Clearcoat 2023 Dodge Durango Pursuit AWD 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVT,Dodge,Durango,2023,47785.0,16V MPFI OHV,8.0,Gasoline,32.0,8-Speed Automatic,Pursuit,SUV,4.0,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SE,"
      
        Atlas White 2024 Hyundai Santa Cruz SE AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Cruz,2024,30490.0,16V PDI DOHC,4.0,Gasoline,1.0,8-Speed Automatic,2.5L SE,Pickup Truck,4.0,Atlas,Gray,All-wheel Drive
2024 Chevrolet Equinox 1LT,"
      
        You won't want to miss this excellent value! A great vehicle and a great value! The engine breathes better thanks to a turbocharger, improving both performance and economy. Top features include front dual zone air conditioning, telescoping steering wheel, an overhead console, and power windows. Under the hood you'll find a 4 cylinder engine with more than 170 horsepower, providing a smooth and predictable driving experience. Well tuned suspension and stability control deliver a spirited, yet composed, ride and drive You will have a pleasant shopping experience that is fun, informative, and never high pressured. Stop by our dealership or give us a call for more information.
      
    Doing business with Maguire means you'll always get the best possible value. Pre-owned Peace of Mind Feel good about your pre-owned purchase with our 30-day exchange policy.  Lowest Up-Front Price We'll beat any advertised price in upstate New York.   Worry-Free Assurance If a life event negatively affects your fiances within the first year... Return your vehicle worry-free!",Chevrolet,Equinox,2024,30101.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,6-Speed Automatic,1LT,SUV,4.0,Summit White,Jet Black,All-wheel Drive
2024 Kia Niro Touring,Black 2024 Kia Niro EX Touring FWD 6-Speed Automatic 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30. Recent Arrival! 53/45 City/Highway MPG,Kia,Niro,2024,34310.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,13.0,6-SPEED AUTOMATIC,Touring,SUV,4.0,Aurora Black,Medium Gray,Front-wheel Drive
2024 Jeep Compass Latitude,"24/32 City/Highway MPG2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Bright White Clearcoat4WD.We pride ourselves on offering a no-hassle car shopping experience, so that you will never feel pressured when visiting our family of dealerships.  We look forward to serving you!",Jeep,Compass,2024,34182.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,"
      
        Country Hyundai is part of the TommyCar Auto Group. We are proud to make purchasing and servicing a vehicle simple, transparent, and hassle-free with the TommyCar Difference. Buy with confidence, convenience and get rewarded. Come join the family, experience the difference, and see why You're Going to Love It Here! 2024 Hyundai IONIQ 5 SEL 4D Sport Utility, 1-Speed Automatic, AWD, 4-Wheel Disc Brakes, Air Conditioning, Apple CarPlay & Android Auto, Dual front impact airbags, Front Bucket Seats, Heated front seats, Option Group 01, Power Liftgate, Power steering, Stain-Resistant Cloth Seating Surfaces. Please call dealership to verify availability/location. Internet price cannot be combined with any other sale prices, coupons or promotional events. Previous sales excluded. Prices fluctuate daily based on market conditions and days supply and are subject to change at any time. Prices listed do not include the following fees: tax, title, registration, dealer, bank, $694 documentation, or any other fees that may be imposed by federal, state, county or city agencies. Incentives and availability subject to change and not every customer will qualify for all discounts. Residency restrictions apply. Optional installed accessories additional. While every effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained. Stock photos for illustration only. Not all customers may qualify for all rebates listed, see dealer for details. Price includes: $7500 - Retail Bonus Cash. Exp. 06/03/2024
      
    ",Hyundai,IONIQ 5,2024,45373.0,c,,Electric,3.0,1-Speed Automatic,SEL,SUV,4.0,Blue,Black,All-wheel Drive
2024 Hyundai IONIQ 5 SEL,"
      
        Five Star Hyundai of Macon is pleased to offer this Beautiful 2024 Hyundai IONIQ 5. This SEL IONIQ 5 is beautifully finished in Gravity Gold (Matte Gold) and complimented by Gray Cloth and this exceptional vehicle comes well equipped with and gives you an impressive Fuel efficiency rating. SEL$8,099 off MSRP! Factory MSRP: $50,300132/98 City/Highway MPGAt Five Star Hyundai of Macon we believe in Market Pricing all vehicles in our inventory... Everyday. Please call 478-238-0021 for any questions. We sell and service all Makes and models including, Hyundai and many more. Proudly serving the Middle Georgia area along with these great Cities: Warner Robins, Macon, Centerville, Atlanta, Byron, Perry, Valdosta, Savannah, Fayetteville, Augusta, Milledgeville, Tifton and surrounding areas. Price includes dealer doc fee. Price does not include tag, title, license or registration fees. Buyer is responsible for state, county and city taxes, tag, title and registration fees in the state where the vehicle will be registered. All prices to include any and all factory or certificate issued rebates. All vehicles plus tax & title. Sale price includes $799 servicefee. Used cars may be subject to recalls for safety issues that have not been repaired. Visit www.safercar.gov for current vehicle recall information.
      
    ",Hyundai,IONIQ 5,2024,42201.0,c,,Electric,8.0,Automatic,SEL,SUV,4.0,Gold,Gray,Rear-wheel Drive
2024 RAM 3500 Tradesman,"
      
        Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 Disclaimer: New vehicle pricing includes all offers and incentives. Tax, Title and tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify the information with a customer service rep. This is easily done by calling 941-234-9285 or by visiting us at the dealership. With approved credit. Terms may vary. Monthly payments are only estimates derived from the vehicle price with a 72 month term, 4.9% interest and 20% down payment. Pricing does not include $999 pre-delivery service fee, $178.95 electronic tag registration service fee, and does not include dealer installed options. Pre-delivery service fee represents costs and profit to the dealer for items such as inspecting, cleaning, adjusting vehicles, and preparing documents related to the sale. The MSRP is provided for informational purposes only and may not reflect the actual selling price of the vehicle. Call dealer for actual sales price.
      
    SARASOTA AREA NEW & USED CAR DEALERSHIP SERVING THE VENICE, PORT CHARLOTTE, BRADENTON & PUNTA GORDA, FL REGION",RAM,3500,2024,58950.0,24V DDI OHV Turbo Diesel,6.0,Diesel,12.0,6-Speed Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive
